id	name	desc	str1	str2	str3	str4	str5	str6	str7	str8	str9	str10	str11	str12	str13	str14	str15	str16
71490127	Dragon's Mirror	Banish, from your side of the field or your Graveyard, Fusion Material Monsters that are listed on a Dragon-Type Fusion Monster Card, and Special Summon that Fusion Monster from your Extra Deck. (This Special Summon is treated as a Fusion Summon.)																
71519605	Oshaleon	"While you control this face-up Attack Position card, your opponent cannot select a monster other than ""Oshaleon"" as an attack target. When this card is destroyed by battle and sent to the Graveyard, you can add 1 Reptile-Type monster with 500 ATK or less from your Deck to your hand."	Add card															
71541986	Xyz Dimension Splash	If this Set card is banished: You can Special Summon 2 Level 8 WATER monsters from your Deck. Their effects are negated, also they cannot declare an attack or be Tributed.	Special Summon															
71544954	Megarock Dragon	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play a Rock-Type monster(s) in your Graveyard. The original ATK and DEF of this card become the number of Rock-Type monsters you removed from play when you Special Summoned this card x 700.																
71564150	Perditious Puppeteer	Once per turn: You can discard 1 card; gain control of all face-up Level 3 or lower monsters your opponent controls, until the End Phase. These monsters cannot activate their effects, and cannot be Tributed or used as a Synchro Material Monster.	Take control															
71564252	Thunder King Rai-Oh	Neither player can add cards from their Deck to their hand except by drawing them. During either player's turn, when your opponent would Special Summon exactly 1 monster: You can send this face-up card to the Graveyard; negate the Special Summon, and if you do, destroy it.	"Negate the Special Summon, and destroy it.
"															
71578874	Performage Mirror Conductor	"Pendulum Scale = 3
[ Pendulum Effect ]
Once per turn: You can target 1 face-up Special Summoned monster on the field; its ATK and DEF each become equal to its ATK or DEF (whichever is lower), until the end of this turn.
----------------------------------------
[ Monster Effect ]
Once per turn, during either player's turn: You can target 1 face-up monster on the field; switch its current ATK and DEF until the end of this turn, then take 500 damage."	Lower ATK/DEF	Switch ATK/DEF, then take damage														
71587526	Karma Cut	Discard 1 card to select 1 face-up monster your opponent controls, and remove it from play. Then, remove from play any cards in your opponent's Graveyard with the same name as that monster.																
71594310	Gem-Knight Pearl	2 Level 4 monsters																
71612253	D/D/D Marksman King Tell	"2 Level 5 monsters
You can also Xyz Summon this card by using a Rank 4 ""D/D/D"" Xyz Monster you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) Once per turn, during either player's turn, if you took any effect damage this turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster on the field; it loses 1000 ATK and DEF, and if it does, inflict 1000 damage to your opponent. If this card is sent from the field to the Graveyard: You can send 1 ""D/D"" or ""Dark Contract"" card from your Deck to the Graveyard."	"Usa a Rank 4 ""D/D/D"" Xyz Monster you control as Xyz Material?"															
71616908	Gem-Knight Amethyst	"1 ""Gem-Knight"" monster + 1 Aqua-Type monster
Must first be Fusion Summoned. When this card is sent from the field to the Graveyard: Return all Set Spell & Trap Cards on the field to the hand."	Return all Set Spell & Trap Cards on the field to the hand															
71625222	Time Wizard	Once per turn, during your Main Phase, toss a coin and call it. If you call it right, destroy all monsters your opponent controls. If you call it wrong, destroy all monsters you control, and you lose Life Points equal to half the total ATK of the destroyed monsters.	Toss coin	Please select head or tails	Reversed													
71628381	Multiple Piece Golem	"""Big Piece Golem"" + ""Medium Piece Golem""
At the end of the Battle Phase, if this card attacked or was attacked, you can return it to the Extra Deck. Then, if all of the Fusion Material Monsters that were used for the Fusion Summon of this card are in your Graveyard, you can Special Summon them."	Special Summon	Special Summon fusion material?														
71645242	Black Garden	"When a monster(s) is Normal or Special Summoned, except by the effect of ""Black Garden"": Halve its ATK, also you Special Summon 1 ""Rose Token"" (Plant-Type/DARK/Level 2/ATK 800/DEF 800) to its controller's opponent's side of the field, in Attack Position. You can target 1 monster in your Graveyard with ATK equal to the total ATK of all face-up Plant-Type monsters on the field; destroy this card and all face-up Plant-Type monsters, then Special Summon that target."	Halve ATK, Special Summon Token	Special Summon														
71645243	Rose Token	"Special Summon with the effect of ""Black Garden""."																
71652522	Battle Teleportation	If you control only 1 face-up Psychic-Type monster, activate by selecting that 1 monster. It can attack your opponent directly this turn. At the end of the Battle Phase of this turn, give control of it to your opponent.																
71692913	Xiangke Magician	"Pendulum Scale = 3
[ Pendulum Effect ]  
Once per turn: You can target 1 face-up Xyz Monster you control; this turn, you can use it as an Xyz Material for an Xyz Summon using its Rank as if it were a Level (even if this card leaves the field).
----------------------------------------
[ Monster Effect ]  
Once per turn, during either player's turn: You can target 1 LIGHT monster on the field; negate that face-up monster's effects until the end of this turn."	Treat 1 Xyz Monster you control as a monster with the same Level as its Rank															
71705144	Performapal Recasting	"Reveal any number of ""Performapal"" monsters from your hand and shuffle them into the Deck, then draw cards equal to the number cards you shuffled into the Deck +1. You can only activate 1 ""Performapal Recasting"" per turn."	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71717923	Mormolith	You can Tribute 1 face-up EARTH monster to destroy all face-up monsters with DEF equal to or less than the ATK of the Tributed monster.	Monster desrtuction															
71746462	Sea Kamen	A merciless monster that tears opponents to shreds with razor-like claws.																
71759912	Tree Otter	Once per turn, if you control another face-up Beast-Type monster, you can have 1 face-up monster you control gain 1000 ATK until the End Phase.	Gain ATK															
71782404	Red-Eyes Burn	"If a face-up ""Red-Eyes"" monster(s) you control, except ""Red-Eyes B. Chick"", is destroyed by battle or card effect: Target 1 of those monsters; both players take damage equal to its original ATK. You can only activate 1 ""Red-Eyes Burn"" per turn."																
71786742	Geargiano	You can Tribute this card to target 1 Level 4 Machine-Type monster in your Graveyard; Special Summon it from the Graveyard, but its effects on the field are negated.	Special Summon															
71799173	Guardian of Order	"If you control 2 or more LIGHT monsters, you can Special Summon this card from your hand. You can only control 1 ""Guardian of Order""."																
71829750	Serpentine Princess	If this face-up card is returned from the field to your Deck, select and Special Summon 1 Level 3 or lower monster from your Deck to your side of the field. Then shuffle your Deck.	Special Summon															
